char_is_autapomorphic	nstates_per_char	state0	state1	state2
1	0	2	8	14	0
2	0	2	16	6	0
3	0	3	5	13	4
4	0	2	11	9	0
5	0	2	13	9	0
6	0	2	7	14	0
7	0	2	5	17	0
8	0	3	2	17	3
9	0	2	7	12	0
10	0	2	9	11	0
11	0	2	17	5	0
12	0	2	14	3	0
13	0	2	5	7	0
14	0	2	3	11	0
15	0	2	2	9	0
16	0	2	6	13	0
17	0	2	13	4	0
18	0	2	7	12	0
19	0	2	5	14	0
20	0	2	8	9	0
21	0	2	5	14	0
22	0	2	7	11	0
23	0	2	10	9	0
24	0	2	8	10	0
25	0	2	4	15	0
26	0	3	9	4	6
27	0	2	16	3	0
