means	sds	medians	mins	maxs	lower95	upper95
Raymondapsis	16.4010825114758	3.56811033363907	16.1897427381852	10.3274743646102	23.018447667636	10.5962321055137	22.5228770475524
T_lacertus	9.02849172440062	1.05226019542737	9.20822451103519	3.71022650451825	10.5512173003528	6.50794996418842	10.3974483012886
T_viator	9.22214192397279	0.729620485089787	9.31341459861329	7.89850869717357	10.4895849084906	7.92066543720422	10.3303942876565
T_utahensis	15.5861917916488	0.849117566941319	15.4049212984363	14.3813829700232	17.5271358713626	14.4348671411721	17.3413436908309
T_marginalis	14.0230646041712	1.61061999400978	13.9635467945038	10.412640541835	17.4188814512589	10.6101259547181	16.8481192033376
T_conradi	7.92940911752594	1.00484726248553	7.80983647310511	6.41232350302886	9.94008940040889	6.43338891979542	9.90321837365045
T_angusticollis	7.26649403348481	0.315502244950129	7.2399250784546	6.75072296973975	7.81679180789913	6.76676825945582	7.78835260318982
T_depressicapitatus	5.41136844361616	0.914846921652269	5.66766442007716	2.08712542524367	6.38541877217178	2.77487615354548	6.3547223665321
T_latiaxiatus	8.0344725600204	2.27016954157296	7.95543158438221	3.92270577215818	11.9975650553432	4.15603492513712	11.6354227684871
T_fieldi	11.3617463264183	0.40268680152583	11.3364488000678	10.6547694385057	12.1495416590149	10.723475658514	12.0578884977031
T_conifrons	8.90246646549508	1.10266796879313	8.86154973374439	6.7382607097415	12.0884345918339	6.95776275436559	11.42407006513
T_raymondi	10.2982460955642	0.8449541381928	10.1596021502733	9.06184319065312	12.1242900221961	9.0868943349618	11.9720559235886
T_mackenziensis	9.03457592415208	0.361552490973907	9.00629456824785	8.54500106268795	9.71919772504195	8.55234305531197	9.6912645963983
T_aduncus	9.10234378143324	0.29313665596437	9.08175001644243	8.63172918878135	9.61420420194792	8.67214154479141	9.60383147388866
T_longispina	9.74639430702342	0.596814969582807	9.52962565903792	9.11009005069153	12.1397979223117	9.14382120776051	11.4269340341231
T_anusacermissima	8.80169032514835	0.575023464080712	8.84180495118327	6.37760714254476	9.6165491210709	7.56234972884898	9.58288511098824
T_laurentiana	8.54556130437686	1.24410616199219	9.07206249215786	4.17287394510476	9.97850706297984	5.67783417355057	9.92850061407025
T_jaanussoni	10.3336165792987	1.3187118578566	10.677555561355	7.07622904018622	12.120532407355	7.40525647544577	12.0877691215981
T_mobydicki	9.97351754011063	1.22727027625702	10.0745154232926	6.9997269889322	12.0863803897612	7.1636308896595	11.9239770283928
