means	sds	medians	mins	maxs	lower95	upper95
Neseuretus	32.399799782454	0.0319694889606414	32.4005655578301	32.2976475041224	32.4942540072899	32.3365816154926	32.4632152904474
P_dyaulax	17.7053094733832	0.0174025158532631	17.7050238381402	17.6521421477444	17.7570991801645	17.6716731309705	17.7390301423304
P_exul	33.5399717858468	0.0336962133443493	33.5401843741245	33.4440750319146	33.6432860063614	33.4745613670925	33.6052889616158
P_dentata	28.9442171547314	0.0296531978321266	28.9443193295633	28.8445521560556	29.0271431049104	28.8841053850353	29.0020372038338
P_christyi	23.7482351304782	0.0238586038886396	23.7476490600762	23.6642867481738	23.8353883539545	23.7022092937081	23.7946653539547
P_vulcani	31.9434106733972	0.0330414232120873	31.9430165037951	31.8497430079724	32.039013793265	31.8778570960132	32.0066909132518
B_bisulcata	28.3158098593362	0.0294927017701661	28.3153446594051	28.2221377267687	28.4294125982746	28.2622284086349	28.3724550243628
B_trentonensis	28.156190100142	0.0277771608483877	28.154975551758	28.0788971002728	28.2609968267889	28.1045726515144	28.2133708665919
C_arago	33.5091803778437	0.0343826031758633	33.5091559904019	33.3915481708408	33.609463836834	33.442779631632	33.5775225763181
P_vacuvertis	33.5041303343659	0.0324388610112264	33.5036216313284	33.3991521279279	33.6045926412076	33.4410526747233	33.5646816565028
P_oehlerti	33.5456465521974	0.0339335428726099	33.5454297600138	33.41711244926	33.6604134785723	33.4834976687932	33.60931774762
C_rouaulti	33.2299703336656	0.0322822928436843	33.2303489292033	33.1322270588151	33.3292742119421	33.16600039378	33.2910215172473
C_boisselli	22.5793412283044	0.0220967137173471	22.5787440117086	22.5016750330258	22.6391507804515	22.5364432227091	22.6232401327601
C_alcantarae	25.0650607777727	0.025884608889609	25.0643472616619	24.9916646705351	25.1501196869261	25.0155938888422	25.1167723139644
E_sdzuyi	28.1856960458456	0.0281473922291915	28.1861341759316	28.0855939465843	28.2824420388802	28.1277929296112	28.2394882591916
