char_is_autapomorphic	nstates_per_char	state0	state1	state2
1	0	2	7	9	0
2	0	2	5	11	0
3	0	3	4	5	7
4	0	2	9	7	0
5	0	2	12	4	0
6	0	2	3	12	0
7	0	2	7	8	0
8	0	2	10	6	0
9	0	2	13	3	0
10	0	2	7	9	0
11	0	2	7	9	0
12	0	2	9	7	0
13	0	2	4	10	0
14	0	2	6	7	0
15	0	3	6	3	7
16	0	2	3	13	0
17	0	2	12	4	0
18	0	2	5	7	0
19	0	2	11	5	0
20	0	2	10	6	0
21	0	2	13	2	0
22	0	2	10	6	0
23	0	2	11	4	0
24	0	2	9	6	0
25	0	2	12	3	0
26	0	2	14	2	0
