char_is_autapomorphic	nstates_per_char	state0	state1	state2
1	0	2	8	15	0
2	0	2	17	6	0
3	0	3	5	14	4
4	0	2	11	10	0
5	0	2	14	9	0
6	0	2	7	15	0
7	0	2	5	18	0
8	0	3	2	18	3
9	0	2	7	12	0
10	0	2	10	11	0
11	0	2	18	5	0
12	0	2	14	4	0
13	0	2	5	7	0
14	0	2	3	12	0
15	0	2	2	10	0
16	0	2	6	14	0
17	0	2	14	4	0
18	0	2	7	13	0
19	0	2	5	15	0
20	0	2	8	9	0
21	0	2	5	14	0
22	0	2	7	12	0
23	0	2	11	9	0
24	0	2	8	10	0
25	0	2	4	16	0
26	0	3	10	4	6
27	0	2	17	3	0
