char_is_autapomorphic	nstates_per_char	state0	state1	state2	state3
1	1	2	1	12	0	0
2	0	2	6	6	0	0
3	0	3	5	6	1	0
4	0	2	6	7	0	0
5	0	2	3	7	0	0
6	0	3	2	5	4	0
7	0	3	1	7	3	0
8	0	3	3	1	7	0
9	0	2	5	4	0	0
10	1	2	1	10	0	0
11	0	2	10	2	0	0
12	1	2	1	12	0	0
13	1	3	1	6	1	0
14	0	2	8	4	0	0
15	0	2	3	9	0	0
16	0	4	1	2	7	2
17	0	2	2	11	0	0
18	1	2	1	12	0	0
19	1	2	1	10	0	0
20	1	2	1	12	0	0
