means	sds	medians	mins	maxs	lower95	upper95
D_meedsi_arctica	3.53189603377468	1.39396410927521	3.51273078361204	0.586991415652756	7.53477210991212	1.04699095875787	6.35522188046928
D_sweeneyi	3.49668262488576	1.56875515451529	3.36867191868401	0.0816019872197715	7.22795211623262	0.644245383738837	6.91220735058919
D_venusta	3.55529048230009	1.49965158039459	3.57380110760513	0.108353194902747	7.45674651843623	0.607144603199216	6.71068705059752
P_belilamellosus	2.44485019359069	0.918993008264123	2.33608240847844	1.21267021127715	5.54333629730199	1.27262970809275	4.56492733420344
P_bellistriatus	2.43194771705757	1.01460725215022	2.24841343605935	1.20027868480083	5.52546913673929	1.22266158732041	5.07363883066206
P_carltona	2.57481005505972	1.09421489320573	2.40901873917037	1.30341088035868	6.84892117809626	1.33578657931927	5.41984760303309
P_cutterensis	2.56782683055734	1.06886047674127	2.40438499695198	1.20824504665476	5.15399578043945	1.26090807355036	4.82682957512094
P_idahoensis	2.5232686938909	0.89289267483576	2.32037982805333	1.21165127237737	4.83717545834873	1.25197749496182	4.20910133847187
P_occidentalis	2.47082336553019	0.915323220317852	2.38303532533146	1.24085026061145	4.85939607795662	1.27119537027043	4.23842936847304
P_proavitus	2.67022187521933	0.959765489374073	2.52190695787053	1.3232878329071	4.95716597527532	1.36014232731904	4.71692446202433
P_subcircularis	2.76540893029336	1.02688528750492	2.44938175917057	1.16997037256248	5.33441513418218	1.38327229117034	5.05775480501927
P_subquadratus	2.43991169172226	1.04715597734165	2.07342521917985	1.10071498407104	4.97343797376935	1.12349646580567	4.5150949242327
