means	sds	medians	mins	maxs	lower95	upper95
P_kristiae	11.506589327287	1.60278685706512	11.1037596486951	9.46043077000779	15.6119406221729	9.51798697025687	15.1790246245034
P_pandus	13.8754541203818	0.918879309788839	13.8545762442552	12.3317370466368	15.62429339513	12.4145700110044	15.525165038342
P_robbinsi	13.1617844854477	1.75452963678475	13.5391722285767	8.47168234049237	15.6264668413568	9.13547064347801	15.5019993927613
A_lineatus	11.2698857331576	2.01381169489162	11.503962365313	3.13017541148566	14.9002759048455	6.69629211035087	14.4960849543698
A_subpunctatus	11.3908591975888	1.1285728058845	11.2976632187005	9.47710606952177	14.8764288829166	9.64319708185217	14.0391182032485
A_aspratilis	10.5054234376018	0.451071045102371	10.6188970588919	9.34072361777969	11.0998327195804	9.51999574049851	11.0790845068793
A_conradi	11.3136263868148	1.69519443301208	10.750360608732	9.34166116283929	15.9317132910074	9.43213935945199	15.521117872466
A_cucullus	10.1825059189999	1.37095352433707	10.1742054948009	4.19709562373626	14.6772062302123	7.31710935041653	13.1988363457117
A_jukesi	15.3849888903643	1.76154561211434	14.8037932854563	13.7600091648242	25.8337304667727	13.7906297167899	20.3222785324528
L_bronnikovi	17.5039063141971	2.5052777977763	16.8139451381686	14.660473927164	26.144765724306	14.7281216222032	24.1152078810281
A_encyrtos	15.1529454865807	2.92358337344413	15.3165487727255	3.88873899941439	24.5244945675583	8.84280921515041	20.9570875159055
A_effnensis	13.4070231492977	0.854721798954358	13.4265956527693	11.8837691295615	14.9084032607898	11.9603417638705	14.8231958378053
