means	sds	medians	mins	maxs	lower95	upper95
Gravicalymene_sp	17.9166913199078	2.6423317573174	17.8760940666923	11.1630224907287	22.3264241702148	12.427227908189	22.0936172143437
Gravicalymene_truncatus	17.5856180542112	2.58166699786567	17.8720824333552	11.2870637811104	22.0249789782826	12.529845086803	21.7991037288547
F_verecunda	13.4006735777232	1.32783753228594	13.3823709807781	11.1290387885775	16.0895804527952	11.303104814383	15.9075460122326
F_onniensis	14.1895323472155	1.29269607469495	14.201693948022	11.9814041139984	16.1334341882078	12.0982745266925	16.1009806867054
F_scabustula	11.6984577904686	1.92158112769166	12.511182965342	6.32297200381483	13.5059094777178	6.70377824843756	13.4839913227278
F_jemtlandica	14.5952439255862	0.0144498142501717	14.5959334163279	14.5559234249096	14.6405661612355	14.5664663782456	14.621260781458
F_planimarginata	9.61195411074992	1.65975264861191	10.1919879058433	5.24879602669024	11.471173625674	5.80252351285854	11.4440474161154
F_caractaci	15.0817169509562	0.0130026124865659	15.0799494939173	15.0563946807748	15.1183499210689	15.0617593767432	15.111086710907
F_senaria	12.6198728301646	2.2090352036199	13.0380597562315	7.48346608052473	16.0133104022194	7.88855200827257	15.6517109863968
F_praelongicephala	11.9912875228965	2.3611490692367	12.5949524751183	5.86076761688209	14.8187916776398	7.47575434632273	14.7796530158345
F_quadricapita	13.7925660810855	0.0137424983633719	13.7951102266885	13.7524492287551	13.8211756055456	13.7653449756131	13.814117292985
F_granulosa	13.5053853938621	0.0140084712848096	13.5049365760399	13.4558776790934	13.5400011403175	13.4809761111867	13.5317534755586
F_meeki	9.89914784609483	1.04139947329014	9.98071143771284	6.81420178203894	12.8452703229071	7.34588740706343	11.6563023037138
F_retrorsa_retrorsa	10.5142803990414	0.0114574008264416	10.5128765661633	10.4886725147598	10.5494314952327	10.4967217766312	10.5356649429935
F_retrorsa_minuens	8.58198309893959	0.00929862997046971	8.5827014368366	8.55984915743969	8.60859427886624	8.56339967546323	8.59700021456841
